record_id,machineID,component,planned_at,completed_at,maintenance_type,used_lot_id,quantity_used,result,value_source,source_event_at,quantity_requested
MR-00135,65,comp1,2015-04-16 06:00:00,2015-04-16 06:00:00,observed_replacement_demand,LOT-00017,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-16 06:00:00,1
MR-00136,67,comp3,2015-04-16 06:00:00,2015-04-17 06:00:00,observed_replacement_demand,LOT-00016,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-16 06:00:00,1
MR-00137,93,comp1,2015-04-16 06:00:00,2015-04-16 06:00:00,observed_replacement_demand,LOT-00017,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-16 06:00:00,1
MR-00138,93,comp3,2015-04-16 06:00:00,2015-04-17 06:00:00,observed_replacement_demand,LOT-00016,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-16 06:00:00,1
MR-00139,4,comp3,2015-04-17 06:00:00,2015-04-17 06:00:00,observed_replacement_demand,LOT-00016,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-17 06:00:00,1
MR-00140,16,comp4,2015-04-17 06:00:00,2015-04-17 06:00:00,observed_replacement_demand,LOT-00014,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-17 06:00:00,1
MR-00141,24,comp3,2015-04-17 06:00:00,2015-04-17 06:00:00,observed_replacement_demand,LOT-00016,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-17 06:00:00,1
MR-00142,29,comp3,2015-04-17 06:00:00,2015-04-17 06:00:00,observed_replacement_demand,LOT-00016,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-17 06:00:00,1
MR-00143,38,comp3,2015-04-17 06:00:00,2015-04-21 06:00:00,observed_replacement_demand,LOT-00019,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-17 06:00:00,1
MR-00144,38,comp4,2015-04-17 06:00:00,2015-04-17 06:00:00,observed_replacement_demand,LOT-00014,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-17 06:00:00,1
MR-00145,41,comp3,2015-04-17 06:00:00,2015-04-21 06:00:00,observed_replacement_demand,LOT-00019,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-17 06:00:00,1
MR-00146,68,comp3,2015-04-17 06:00:00,2015-04-21 06:00:00,observed_replacement_demand,LOT-00019,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-17 06:00:00,1
MR-00147,73,comp4,2015-04-17 06:00:00,2015-04-17 06:00:00,observed_replacement_demand,LOT-00014,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-17 06:00:00,1
MR-00148,79,comp2,2015-04-17 06:00:00,2015-04-17 06:00:00,observed_replacement_demand,LOT-00009,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-17 06:00:00,1
MR-00149,79,comp3,2015-04-17 06:00:00,2015-04-21 06:00:00,observed_replacement_demand,LOT-00019,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-17 06:00:00,1
MR-00150,81,comp2,2015-04-17 06:00:00,2015-04-17 06:00:00,observed_replacement_demand,LOT-00009,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-17 06:00:00,1
MR-00151,2,comp2,2015-04-18 06:00:00,2015-04-18 06:00:00,observed_replacement_demand,LOT-00009,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-18 06:00:00,1
MR-00152,9,comp4,2015-04-18 06:00:00,2015-04-18 06:00:00,observed_replacement_demand,LOT-00014,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-18 06:00:00,1
MR-00153,76,comp3,2015-04-18 06:00:00,2015-04-21 06:00:00,observed_replacement_demand,LOT-00019,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-18 06:00:00,1
MR-00154,96,comp2,2015-04-18 06:00:00,2015-04-18 06:00:00,observed_replacement_demand,LOT-00009,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-18 06:00:00,1
MR-00155,96,comp4,2015-04-18 06:00:00,2015-04-18 06:00:00,observed_replacement_demand,LOT-00014,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-18 06:00:00,1
MR-00156,99,comp3,2015-04-18 06:00:00,2015-04-21 06:00:00,observed_replacement_demand,LOT-00019,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-18 06:00:00,1
MR-00157,10,comp4,2015-04-19 06:00:00,2015-04-19 06:00:00,observed_replacement_demand,LOT-00014,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-19 06:00:00,1
MR-00158,20,comp3,2015-04-19 06:00:00,2015-04-21 06:00:00,observed_replacement_demand,LOT-00019,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-19 06:00:00,1
MR-00159,20,comp4,2015-04-19 06:00:00,2015-04-19 06:00:00,observed_replacement_demand,LOT-00014,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-19 06:00:00,1
MR-00160,25,comp3,2015-04-19 06:00:00,2015-04-21 06:00:00,observed_replacement_demand,LOT-00019,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-19 06:00:00,1
MR-00161,37,comp1,2015-04-19 06:00:00,2015-04-19 06:00:00,observed_replacement_demand,LOT-00017,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-19 06:00:00,1
MR-00162,37,comp4,2015-04-19 06:00:00,2015-04-19 06:00:00,observed_replacement_demand,LOT-00014,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-19 06:00:00,1
MR-00163,40,comp1,2015-04-19 06:00:00,2015-04-19 06:00:00,observed_replacement_demand,LOT-00017,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-19 06:00:00,1
MR-00164,52,comp1,2015-04-19 06:00:00,2015-04-19 06:00:00,observed_replacement_demand,LOT-00017,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-19 06:00:00,1
MR-00165,52,comp3,2015-04-19 06:00:00,2015-04-21 06:00:00,observed_replacement_demand,LOT-00019,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-19 06:00:00,1
MR-00166,66,comp3,2015-04-19 06:00:00,2015-04-21 06:00:00,observed_replacement_demand,LOT-00019,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-19 06:00:00,1
MR-00167,88,comp4,2015-04-19 06:00:00,2015-04-19 06:00:00,observed_replacement_demand,LOT-00014,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-19 06:00:00,1
MR-00168,1,comp2,2015-04-20 06:00:00,2015-04-20 06:00:00,observed_replacement_demand,LOT-00009,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-20 06:00:00,1
MR-00169,11,comp2,2015-04-20 06:00:00,2015-04-20 06:00:00,observed_replacement_demand,LOT-00009,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-20 06:00:00,1
MR-00170,11,comp3,2015-04-20 06:00:00,2015-04-21 06:00:00,observed_replacement_demand,LOT-00019,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-20 06:00:00,1
MR-00171,15,comp2,2015-04-20 06:00:00,2015-04-20 06:00:00,observed_replacement_demand,LOT-00015,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-20 06:00:00,1
MR-00172,23,comp1,2015-04-20 06:00:00,2015-04-20 06:00:00,observed_replacement_demand,LOT-00017,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-20 06:00:00,1
MR-00173,59,comp3,2015-04-20 06:00:00,2015-04-21 06:00:00,observed_replacement_demand,LOT-00019,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-20 06:00:00,1
MR-00174,64,comp2,2015-04-20 06:00:00,2015-04-20 06:00:00,observed_replacement_demand,LOT-00015,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-20 06:00:00,1
MR-00175,69,comp4,2015-04-20 06:00:00,2015-04-20 06:00:00,observed_replacement_demand,LOT-00014,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-20 06:00:00,1
MR-00176,84,comp3,2015-04-20 06:00:00,2015-04-24 06:00:00,observed_replacement_demand,LOT-00021,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-20 06:00:00,1
MR-00177,90,comp4,2015-04-20 06:00:00,2015-04-20 06:00:00,observed_replacement_demand,LOT-00014,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-20 06:00:00,1
MR-00178,92,comp1,2015-04-20 06:00:00,2015-04-20 06:00:00,observed_replacement_demand,LOT-00017,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-20 06:00:00,1
MR-00179,92,comp2,2015-04-20 06:00:00,2015-04-20 06:00:00,observed_replacement_demand,LOT-00015,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-20 06:00:00,1
MR-00180,95,comp2,2015-04-20 06:00:00,2015-04-20 06:00:00,observed_replacement_demand,LOT-00015,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-20 06:00:00,1
MR-00181,95,comp3,2015-04-20 06:00:00,2015-04-24 06:00:00,observed_replacement_demand,LOT-00021,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-20 06:00:00,1
MR-00182,8,comp2,2015-04-21 06:00:00,2015-04-21 06:00:00,observed_replacement_demand,LOT-00015,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-21 06:00:00,1
MR-00183,35,comp3,2015-04-21 06:00:00,2015-04-24 06:00:00,observed_replacement_demand,LOT-00021,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-21 06:00:00,1
MR-00184,42,comp2,2015-04-21 06:00:00,2015-04-21 06:00:00,observed_replacement_demand,LOT-00015,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-21 06:00:00,1
MR-00185,42,comp3,2015-04-21 06:00:00,2015-04-24 06:00:00,observed_replacement_demand,LOT-00021,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-21 06:00:00,1
MR-00186,43,comp2,2015-04-21 06:00:00,2015-04-21 06:00:00,observed_replacement_demand,LOT-00015,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-21 06:00:00,1
MR-00187,43,comp4,2015-04-21 06:00:00,2015-04-21 06:00:00,observed_replacement_demand,LOT-00014,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-21 06:00:00,1
MR-00188,55,comp2,2015-04-21 06:00:00,2015-04-21 06:00:00,observed_replacement_demand,LOT-00015,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-21 06:00:00,1
MR-00189,78,comp2,2015-04-21 06:00:00,2015-04-21 06:00:00,observed_replacement_demand,LOT-00015,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-21 06:00:00,1
MR-00190,3,comp3,2015-04-22 06:00:00,2015-04-24 06:00:00,observed_replacement_demand,LOT-00021,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-22 06:00:00,1
MR-00191,6,comp3,2015-04-22 06:00:00,2015-04-24 06:00:00,observed_replacement_demand,LOT-00021,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-22 06:00:00,1
MR-00192,6,comp4,2015-04-22 06:00:00,2015-04-22 06:00:00,observed_replacement_demand,LOT-00014,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-22 06:00:00,1
MR-00193,12,comp3,2015-04-22 06:00:00,2015-04-24 06:00:00,observed_replacement_demand,LOT-00021,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-22 06:00:00,1
MR-00194,22,comp2,2015-04-22 06:00:00,2015-04-22 06:00:00,observed_replacement_demand,LOT-00015,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-22 06:00:00,1
MR-00195,31,comp3,2015-04-22 06:00:00,2015-04-24 06:00:00,observed_replacement_demand,LOT-00021,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-22 06:00:00,1
MR-00196,36,comp3,2015-04-22 06:00:00,2015-04-24 06:00:00,observed_replacement_demand,LOT-00021,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-22 06:00:00,1
MR-00197,45,comp1,2015-04-22 06:00:00,2015-04-22 06:00:00,observed_replacement_demand,LOT-00017,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-22 06:00:00,1
MR-00198,75,comp1,2015-04-22 06:00:00,2015-04-22 06:00:00,observed_replacement_demand,LOT-00017,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-22 06:00:00,1
MR-00199,21,comp2,2015-04-23 06:00:00,2015-04-23 06:00:00,observed_replacement_demand,LOT-00015,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-23 06:00:00,1
MR-00200,46,comp4,2015-04-23 06:00:00,2015-04-23 06:00:00,observed_replacement_demand,LOT-00020,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-23 06:00:00,1
MR-00201,57,comp2,2015-04-23 06:00:00,2015-04-23 06:00:00,observed_replacement_demand,LOT-00015,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-23 06:00:00,1
MR-00202,72,comp2,2015-04-23 06:00:00,2015-04-23 06:00:00,observed_replacement_demand,LOT-00015,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-23 06:00:00,1
MR-00203,74,comp4,2015-04-23 06:00:00,2015-04-23 06:00:00,observed_replacement_demand,LOT-00020,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-23 06:00:00,1
MR-00204,89,comp2,2015-04-23 06:00:00,2015-04-25 06:00:00,observed_replacement_demand,LOT-00018,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-23 06:00:00,1
MR-00205,5,comp2,2015-04-24 06:00:00,2015-04-25 06:00:00,observed_replacement_demand,LOT-00018,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-24 06:00:00,1
MR-00206,5,comp3,2015-04-24 06:00:00,2015-04-24 06:00:00,observed_replacement_demand,LOT-00021,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-24 06:00:00,1
MR-00207,7,comp1,2015-04-24 06:00:00,2015-04-24 06:00:00,observed_replacement_demand,LOT-00017,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-24 06:00:00,1
MR-00208,30,comp4,2015-04-24 06:00:00,2015-04-24 06:00:00,observed_replacement_demand,LOT-00020,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-24 06:00:00,1
MR-00209,97,comp2,2015-04-24 06:00:00,2015-04-25 06:00:00,observed_replacement_demand,LOT-00018,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-24 06:00:00,1
MR-00210,27,comp3,2015-04-25 06:00:00,2015-04-25 06:00:00,observed_replacement_demand,LOT-00021,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-25 06:00:00,1
MR-00211,27,comp4,2015-04-25 06:00:00,2015-04-25 06:00:00,observed_replacement_demand,LOT-00020,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-25 06:00:00,1
MR-00212,32,comp1,2015-04-25 06:00:00,2015-04-25 06:00:00,observed_replacement_demand,LOT-00017,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-25 06:00:00,1
MR-00213,13,comp3,2015-04-26 06:00:00,2015-04-26 06:00:00,observed_replacement_demand,LOT-00021,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-26 06:00:00,1
MR-00214,13,comp4,2015-04-26 06:00:00,2015-04-26 06:00:00,observed_replacement_demand,LOT-00020,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-26 06:00:00,1
MR-00215,71,comp2,2015-04-26 06:00:00,2015-04-26 06:00:00,observed_replacement_demand,LOT-00018,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-26 06:00:00,1
MR-00216,77,comp1,2015-04-26 06:00:00,2015-04-26 06:00:00,observed_replacement_demand,LOT-00017,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-26 06:00:00,1
MR-00217,77,comp3,2015-04-26 06:00:00,2015-04-26 06:00:00,observed_replacement_demand,LOT-00021,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-26 06:00:00,1
MR-00218,87,comp2,2015-04-27 06:00:00,2015-04-27 06:00:00,observed_replacement_demand,LOT-00018,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-27 06:00:00,1
MR-00219,19,comp2,2015-04-28 06:00:00,2015-04-28 06:00:00,observed_replacement_demand,LOT-00018,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-28 06:00:00,1
MR-00220,19,comp3,2015-04-28 06:00:00,2015-04-28 06:00:00,observed_replacement_demand,LOT-00021,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-28 06:00:00,1
MR-00221,61,comp2,2015-04-28 06:00:00,2015-04-28 06:00:00,observed_replacement_demand,LOT-00018,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-28 06:00:00,1
MR-00222,62,comp2,2015-04-28 06:00:00,2015-04-28 06:00:00,observed_replacement_demand,LOT-00018,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-28 06:00:00,1
MR-00223,63,comp1,2015-04-28 06:00:00,2015-04-28 06:00:00,observed_replacement_demand,LOT-00017,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-28 06:00:00,1
MR-00224,70,comp4,2015-04-28 06:00:00,2015-04-28 06:00:00,observed_replacement_demand,LOT-00020,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-28 06:00:00,1
MR-00225,80,comp2,2015-04-28 06:00:00,2015-04-28 06:00:00,observed_replacement_demand,LOT-00018,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-28 06:00:00,1
MR-00226,82,comp2,2015-04-28 06:00:00,2015-04-28 06:00:00,observed_replacement_demand,LOT-00018,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-28 06:00:00,1
MR-00227,100,comp1,2015-04-28 06:00:00,2015-04-28 06:00:00,observed_replacement_demand,LOT-00017,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-28 06:00:00,1
MR-00228,100,comp4,2015-04-28 06:00:00,2015-04-28 06:00:00,observed_replacement_demand,LOT-00020,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-28 06:00:00,1
MR-00229,56,comp2,2015-04-29 06:00:00,2015-04-29 06:00:00,observed_replacement_demand,LOT-00018,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-29 06:00:00,1
MR-00230,56,comp4,2015-04-29 06:00:00,2015-04-29 06:00:00,observed_replacement_demand,LOT-00020,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-29 06:00:00,1
MR-00231,44,comp1,2015-04-30 06:00:00,2015-04-30 06:00:00,observed_replacement_demand,LOT-00017,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-30 06:00:00,1
MR-00232,49,comp4,2015-04-30 06:00:00,2015-04-30 06:00:00,observed_replacement_demand,LOT-00020,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-30 06:00:00,1
MR-00233,50,comp2,2015-04-30 06:00:00,2015-04-30 06:00:00,observed_replacement_demand,LOT-00018,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-30 06:00:00,1
MR-00234,50,comp3,2015-04-30 06:00:00,2015-04-30 06:00:00,observed_replacement_demand,LOT-00021,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-30 06:00:00,1
MR-00235,54,comp2,2015-04-30 06:00:00,2015-04-30 06:00:00,observed_replacement_demand,LOT-00018,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-30 06:00:00,1
MR-00236,60,comp2,2015-04-30 06:00:00,2015-05-02 06:00:00,observed_replacement_demand,LOT-00023,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-30 06:00:00,1
MR-00237,98,comp2,2015-04-30 06:00:00,2015-05-02 06:00:00,observed_replacement_demand,LOT-00023,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-30 06:00:00,1
MR-00238,98,comp4,2015-04-30 06:00:00,2015-04-30 06:00:00,observed_replacement_demand,LOT-00020,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-04-30 06:00:00,1
MR-00239,14,comp2,2015-05-01 06:00:00,2015-05-02 06:00:00,observed_replacement_demand,LOT-00023,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-01 06:00:00,1
MR-00240,14,comp3,2015-05-01 06:00:00,2015-05-01 06:00:00,observed_replacement_demand,LOT-00021,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-01 06:00:00,1
MR-00241,17,comp4,2015-05-01 06:00:00,2015-05-01 06:00:00,observed_replacement_demand,LOT-00020,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-01 06:00:00,1
MR-00242,28,comp1,2015-05-01 06:00:00,2015-05-01 06:00:00,observed_replacement_demand,LOT-00017,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-01 06:00:00,1
MR-00243,33,comp2,2015-05-01 06:00:00,2015-05-02 06:00:00,observed_replacement_demand,LOT-00023,1,completed,assumption:synthetic_operations_v1;demand=PdM_maint.csv,2015-05-01 06:00:00,1
